transaction_hash,input_addresses,input_values,output_addresses,output_values,transaction_fee
0ded0e5a87463f32c932d412e3f08da6961a2c2a34b6caad0762ebada5fc48c6,bc1qhw5kukfatxfvewrzz9rzxnusqvd6h3jg05rl5a,1240822,bc1qny3uhlfeqgmwtr6s2lkdzv2mufc6l4uhr52xma,1238902,1920
f3519bb1cd7ff8fd558756d6d71aaf1084a655b20f4ff973b1e76f553f959cb6,1MphDNYzCF9oGVRb2S9wbZkTnmKTWmMMaB:184TvG7NHxcEE4XfC3ZVQT3yTpSUpMXwuc:184TvG7NHxcEE4XfC3ZVQT3yTpSUpMXwuc,324428:287000:285896,1BeU3SFAsRPV9a9m3GpNVkypjQAD5nRYYb:bc1qkhe9qgfhredzt83y5zez60wk5fert4pkqwv699,760870:134990,1464
bbd911919051a6788cb43d1c7fb2245c6607627d61a3f7c599ce5d392a9e4dc2,3JVc824KriRpzyTxTPb2syisHd4KrdxvXF,556641,3PskwfCcB22R2MCr36r6AGYCwUwbiFt4fa:1Jqri8W7zHdXDFGuZWhSx5uk8gMeSnp5wj:3JodN7GmkHdPgKj9G7HCkn9NDLhrcWCjVN,200000:345000:670,10971
4728fcf021b21bde22652825e002218d2a7be530fb16c3f515a49518dd85cb44,1JAi5xaLHM1Q9V4U2KNCvQect5eyCvx3F8,395639,38VhAtwTtjXDRcQ8N6KD1APG4MzqrtuSLg,367869,27770
ffc74bf8585ea1e706b5717eaf5e8ad9b013dad06b9db29e74c568da67570b4b,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,31123084,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq:17Qky1GwXZTK7fRyC1xJLqTMjrN8nxZ8RT:3LpENDRzK3x61he8U9MRQebD9mSm8jXTAM:16tJQpbbKS6hTgL4jy4LXVUEJEKMXBuEt5,29857134:58630:1050790:146240,10290
c5307431c080081bb1a2991f4275817a2f1c4dd6237077372bb39614ee12fead,1BqGf6C9TfjdNikiWMDbCaYsz5PznjpdJB,312179,bc1qq33kx6d5hn786kghd7m8n8xg70n2qamfuqc0k9:36X9yg5rTypjvk5bzjGDSfBGiKRYZaEoNz,1516:310000,663
b36c32406288a493f6974ba757cb5255662393a081ca9fb79390d7f44fe46fab,1DJajqVdSQzhBPDE4zCpCn18z7cg74ibRj,55000000,1Ng8at7zKsbDvdBiChUNSUnPugeHE8ykov:1KbLt6ZUX9XTVxJwYnxDooYrGidLk9Y2KJ,5855629:49130871,13500
04338122ce5963c8ef71e05959bd7ae7259011aabd358d79c28093b879efc743,bc1qxze6xyxuaqpkhqvm4hg4xas40k34cq6gqr3dqg,274953,bc1q9hep8z5kr9a2tm373h4peqp2g34ee6sf5fmyvh:3PEZ6jahhNhHukvvZKkink1RAi6o5bt9ht,11623:263000,330
3967510eaaf2297f8b96079f4fd207a0655822359bb49cef29872613bd4cbb17,3MXWKnt6CRXRHcVm2fyLq4SdG2FQpDPUux,557613483,bc1qq3p0ny4ykfmllcckpeaupzyn22vhtd85ymza3g:bc1q73xjavrwult9926fx4aenh8k4dyyqtdsw338h2:37SwAJ76SVk7Ve8M11HDpMYLrvAdu7wX3M:1P7Lmz65ZV5zW9SJXeTTPeTX2YS8TXN8i7:1P3uJbp3qoXxzXVyvnCVJfVFM4yXF89NKP:3MXWKnt6CRXRHcVm2fyLq4SdG2FQpDPUux,7841232:1068543:132420:665818:66232:547834198,5040
b625406eafc5e944b90f8026a8c1e6cced7d12ee6b5681d155032f8ab06e2da2,15xtf75d5TqKKBq9xrcwGeUZfjyVadvDCC,27546,1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9:15xtf75d5TqKKBq9xrcwGeUZfjyVadvDCC,546:26728,272
de02df874cd1e72229a17fe9ec118395a8ba785b699fb69078d269550c7fb4ca,bc1qjp7rfznvzte5vxc65cn8l8gf204ax7cxc45e24,16376,3DDZjFU5TgE1prsobKdANLWFQqcNA3JhbS,16046,330
56bedc002bd56ff16c0e07be9fc78d8d94a747a64ffd1ad605c806deb67e4603,155M6AyWfqRq38NHxke63FbTpw22vPgvkW,423604,3KwbYebU1ziSkZWAqJu4oWEqaNPBkEhoyf,422836,768
bef39bcd2b0650d1dd75b90c1eadc29dc590dee2a65b7fabbbf8071538d981cc,14iqyjob6gNWPEdVgs7u5c1osh7BtkuTgn,142894,3HRDTRHN8RueYjwNr8UEonxfEdmbUQnbP3:1HhWXNPeVTfPdy4GAZ55dvniT2wdU7aTjj,4429:135060,3405
84ff5f5e1d2e3fdd2a51a936e23adeca5ad82a944a23bd9d0779a3cf61567081,1NqLXRNS5pAXH4wTB2wCprDdH9LcvfUZQs:1NqLXRNS5pAXH4wTB2wCprDdH9LcvfUZQs,91000:500000,3KcSPjxC6XTE5FV3c2NsJAgPkgr32B33BE:1AGBR9FbPm58XrioQcmHTRscFuTn9LBUWf,520613:51415,18972
f62e36a7fb0ea2f84829b032a5688cc56439a0369993e13748de559eaba8cab0,1NC4sEyibBBY5JLrHFTEBUjkanLUSCjCCD,2627182,194eEXkaJAGSsVPAxBXvHUwpsUG4DorP8S:bc1qgcjzequah3x58cdfg3f6urzx3g93glee08h75n,2571202:54060,1920
a7dcfec31d125fd8cce29bf8840f05eab24cddcb1898bdfd379d7052dc53e80c,bc1qaw7e304esayf9ph9j5hn8uz6nwecudy6kvp2wu,263684627,3L7vTR1ejsWyttHyV92iVoAtZGCZFnL5aW:bc1qaw7e304esayf9ph9j5hn8uz6nwecudy6kvp2wu,1051340:262625594,7693
a444e373e0b00fc37bb1a09511f11239f2ca6a46c96dba1013ee3669ba7d150f,bc1q4mwszdnven0qqlvk3z0q24atas57g8kquha6n2yevmup730ucc4swxgsau:bc1q9snd52py7lsn5fyv4qxqflmyakhugkyhgp4tmc554x2lp8hjssgqhjklmn:bc1qfhzp24vtjxpm49hqmmvzsrdlx8ukcjuvdawrxseu885dthecj2qq9ga5kn:bc1qpgpla223qnc7tztl0rsvkkezumf3xxatq07v6jgmlawc8760n8asdzr5lg:bc1q73nj3gpt3jk0mwjw52n2f5d6m66v7fu8pce4dcrgxdpwy54nyyhsflq8ev:bc1qv2al5aagk3wddlat35sdatkcxazzeupfaj7ms86pa0r34urrwv6qplsm4d:bc1q7mwf9rue0pk8a689w3gleer4flvr44zrlw2guu3u063zagsyrk0s8xwxgs:bc1qfxax0ayzq6mqf7gf305cgfrexdr0se4e0vn55xzrx3zyvjpfacjsc58tjf:bc1q2dte76ur3tcrmhjsv464wnlh3at6yeasm2tlumypysn5gwsjj9ts400h64:bc1qg952fqp5dncn9xf8w0wv6duvxhxj7jzdj0yydgxsl5fycxj7y6dsg9t8lq:bc1q3n454pwrws7mvchfxg30mpdr2a3d9pjzz8fu5f06xqjlljcem4dqetypz6:bc1qvkadef0j9vtwxlhjvkyldh6u3ake2xkk44cv5m0tydazwzrs3qyq39fj2k:bc1q0nf8dx5g0l3w3w374x0tmcxfzn7upwn523e6mn8gmeucvwmgv0us9rpv8q:bc1q8t26xajnhecm9makw2ul5uazrp65hxxq604yrp7q4jyfwsnq2e6qzgp583:bc1q5etgfzvnarckrdkf5ff560h9zuue7mx6xgayd0r4rlfsy3tyfatqf5vhf0:bc1q9jp7t6gh48gy88gtsa4ew07vae896y0yx80jv8268dh3chz8pths88y7fl:bc1qv2cfy7ktel8anetl9u279thkntnzxfausvjses67jjjxxfsxhlaqn46lf2:bc1qmp8t5skjjacfwl79d9r3879edjeuxug8xfc52h59wet0el98hkpqscfhsq:bc1qz5c7wn2ddhtkqxv9kn7zplv2d2huau0dxufu7gtthek7u7wr776qmpjasj:bc1q4efay8ag0zn0nglntm33jdn2xcnqkkz7m3cepu0c3hwwru7yxr4s0ujjtz,50400:393008:80233:317079:151033:153353:127740:154491:38612:28885:90120:29867:73109:102469:483382:86400:95338:38644:32478:26665,3FnLE5o5C7XLJe7neYe5fAtEG8MPShdwGc,2441595,111711
a14a8da8b97a7af3f6afa0e9aaabfe68c7d7b3d1e8c787388021719b2335328d,bc1qeautuqufxumcww6465q86p7j3gzcnwgtws9da5,209989,bc1qeautuqufxumcww6465q86p7j3gzcnwgtws9da5,209707,282
bfe012d3af22f15da48569ad04d6098369a508b38b44ba489b2234782681bbed,3QTUxAKmHqLAkvAjSvPxYoi5yUVRPQm2Cx,11283193,1FdwULMXsHPAvDDjwaC3BUt1W7pBokKbTs:3QTUxAKmHqLAkvAjSvPxYoi5yUVRPQm2Cx,799958:10480115,3120
556f46f3faa71407e0b2ef229ec379124b633acb3fc5922fb662557c217c466b,18yQzyp6CUSi9JRpo8UUW8q9YjiYP1bZTk:18yQzyp6CUSi9JRpo8UUW8q9YjiYP1bZTk,73500:1166,1FA4vj1y4iaAGpqsCymmfVJMpk8rdwtTM7:18yQzyp6CUSi9JRpo8UUW8q9YjiYP1bZTk,58000:5174,11492
dc9d1fed252c8eaa4a58683c6a6e51cc39dcda48a4c4e93413eff193fdf186ea,bc1q3auc2cxka95mdde92gxgsavkvmgh2t07nuy7fu,1097000,3JEGobTXeZVET4zFsUhD5WjWTvWUCtRQwp,1090673,6327
e1f30e4c55624ea4ec38bed429b88478b9849e0165140110bb29ebfb59e320e5,1KVWs2Rwd1ih2jD9himGeoEF1AZD4kYCqX,4476493,3NpqGGhskCKe4hVtVYAzfvarqsPZKL5Eof:bc1qqrcdlde4nrl92uq67xzs87sa8cswj50egp3j9r,725240:3741373,9880
a5b25c66c99e58cd3ab8a1c19a23e4bdf148638ea0fe4180c052027e22074e06,bc1q9n4024cn0j83lzkzerhy5ejkl9fncfgvv26qqp54dm95fewzx4lqmktyez,232621193,3FRXRDcn2igi51hdQskXVmw8mQc94EG6Qn:bc1q9n4024cn0j83lzkzerhy5ejkl9fncfgvv26qqp54dm95fewzx4lqmktyez,353362:232264009,3822
45483373167c83171716e2178be21bd6dfd66a9f8b1127fdb500336e6b2d1cca,3PBrpiGd3GgMzMTGjhx1wfjPVVUv96GS42,664396,bc1q5fmazddqgylfxkrwn45elnkm9s9nyg5vsq0jkj:37f8MEvEUsAYz1kuWTYqBNbfZp2tYFhRBL,28237:634333,1826
bf5aa46218e44aede2f89ed26ae2e65f73ae9bd7bf4bc893b369d556725dad9a,1LEwbHq43oqNTX9vyHy2f3BkBULbs8mUb:1LEwbHq43oqNTX9vyHy2f3BkBULbs8mUb,787000:1817000,1L8e1ZaiyetBpC36ESt8vp6bMjiCPwRFiT:1G71FE9EDYswj7BQZaAkS73WQ5tsBBKnyy,25339:2577539,1122
075c58ceecb54036b8bc5ecbfd5c01848a367a030b1339f8907689801fe84024,15JDBCr861iUZNyPP9KV679TgPg9avLCRt:1K2ja3xJpBTC8xkkKZXQXBBRRWcEGxWy9o,639046:13249,3FGiem2yjsWiXDt2FEAHAPtKos8eDdSZdg:1KyAQt7XL9Z2VnjJJBY4J855fSWmcpWxhU,629679:9083,13533
55b8625afc201bf00d8c5a2de3d061c9c14afe73ce018ef6069d5a303a554006,bc1q4lxqffrncl3gd7dz3r3js2zp0ah47vtduc330t9hcdqe2s5lyk9se0evrd,9645763,bc1qw6ghn6usxyhn22ze2s78rchqypg8v674k4l3n9:bc1q3vpedasghscvdeyr9xw0ucnaw5sscn2xuafnhje3sts4c29dhxhqajj3ap,4596235:5035939,13589
99716041fcf5fb1ddaafb693c6d38cbadb2f34092fce18f77ada08a2b55ea23d,1m4hXQvx2oyHZEGiD65GaxSRXzSWQu4Cr:15kivELqNgjxk4fgVTMAjwhWnce8cYRaTJ,3114436:50000,bc1qushs0rftcawquvqexfmqn22ufp8q6uzr05d53a,3143589,20847
be45d5662bbbe8f318d378c170e67755efe020e0a7e3d34c5fcc9dd31577d643,1NhHREWRTFuxNMEfs2oAREWcqnDczk8D3r,1954737,1KzmASn3WCgTYvk7Zm6wkXZScWgQWk1gBS:3LG7FqmPHJ8T7Q8pGEmcdfv8qVWVmpaBZT,17272:1911360,26105
ee2dcea08e53da7787ead1facffa02d6b793982c85fb341f7433b0260a63baaa,bc1qfpvxgpuuy4ulh3ruvurkdkzy9fhgcc5420s770:1PBLZbtVPDpfd6zDHMCHDTduV4AVZ7NK83,2119821:6217920,3MBXKnMt9E25Wa8ZtrufzsvGaxinYuGWpg:3H55n6gCTWwQ8nakXz6tBbivBu7q138iqk:bc1q7vknzppkw7kt28cjx097fm47l54hrpt0dal3zx,1636386:659909:6026634,14812
c647da4c09c9ee4c1168feb02930b39954047011d87cb4ef070c843507053343,1DEykrbdj8PdnbB8WxbuaDxMWYXtWhtV9J,3294144,1897RTmvytgmQiaci7dtu7veC5j2bisZa7,3283968,10176
af3e0619b0e740d7176a5ecac9aeafa853a2a3f0fb2177967570aa5773781a33,bc1qqm922w72ysfhethcl3kynq79essyg48v6ut79s,32504,bc1qqm922w72ysfhethcl3kynq79essyg48v6ut79s,31997,507
7621308c392b24d503c0a35dc5e8422203a74e8b7c81c91fbcd332647d80b062,bc1qz8q6zfr72vhy7k65td3ladmv2hj2xaeq00w0q7,1595531,bc1qz8q6zfr72vhy7k65td3ladmv2hj2xaeq00w0q7:3Hn8rJqrQeC5YeP516mS2RQESuVTePU1fs,1264497:316571,14463
1dc514160e8c47423971cc350540be8b9778a9afe6eb6969da1ce44b83f07431,bc1qtlx969n70anjwcdlmd6wjsm92zyesvqx3n8jdg,431544,3NU9FmNFC81E6AGu7qYmGMPMeALnUvTZyg,431206,338
3410629c54e4a8f3035522c37fd5d145e67e31f07413e1b095e33f74b30de4d8,bc1q4v733xmhdwjhxj6w0gp7l9tm8e4gcks4eky9uy,190704,3Dq5FVLhrqzXdZHd8VQ8zE77fsjHx2GFvk:bc1qd75hf780fxa06pzfdtckhrxr4m83ctvnwdpktn,157604:32770,330
4a5aa0d8b7ff8fe0ec6901c2a87775b38d4c9ed2e56068dc0797f0e839474a26,bc1qjn0qu5v6h2t6tjnh45zzc4x457rx354d2qrtx9,899194,bc1qt5t5kv6fulk858lxdnm0wpq2j5q8hwaec3w2re,898758,436
e8562aa1083799570bd3252dcbe4fc000bd1954665ea21802c26b4a7c1ea91cd,38bwjgYmJP62guQionrKBdHCprwo6wSBtk:35dTYsydBawAo5L2gKMAkCJDjRAQWvCVHY:3G43j2tVd5DAGGLJQUkmE2VBXh2mmBR8Zd:35dTYsydBawAo5L2gKMAkCJDjRAQWvCVHY:3QmuPjPU3hiMsSQfNQ4wXUgo5m4dzDtT6u:35dTYsydBawAo5L2gKMAkCJDjRAQWvCVHY:3EDKxkRNtXYd5idiCrHdc3p14GT8gDTBLK:39t87ZXQJTbF8GYtGrYfp72zaNbHDspg4J:3GjAtvVGQpWYUfvRUg9pCbfTtbyfdVasqE:34dLZCpNXChdjzk7oXAifAVUhvSPeVU9ko,2754386:2733008:2702589:2701026:2680992:2674616:2667850:2651593:2649409:2648115,35dTYsydBawAo5L2gKMAkCJDjRAQWvCVHY,26811812,51772
c960276e7aae448ba5a2af395be19485c28d95810d79b317119a95fab3de8ad6,1NefTxyZhTWFtmZar4RZQCUb47UibCdPHY:1D6ynguqUD4KriRbzrbgsiVv9uSj5Mfm5h:188SNS6BjzdPY6cVUzLJdNedvDf4f8fuwk:1C9oRZTiTMDdZSmaJaP1A6Rj2977Gt1P67:1MVbsukRAiscJ93SwQfBegmkarPKAU6eh8:1Kw8K9LGGZUwFiaBZRgJXiq3E2VE5Af9oW:1L4TzJgwqSbcrtNjeFtFJR4YhPpX6wphFC:19qSbxRiX53A3CMLkbHQavf7A6ESjZtZWd:1KDqq3nfnMTbvxqa6fjtNHj56SGa7XRD8r:1GWXBGhYmKkpP4otRKoAyBBXWB2ARJYkgn:13YcDSJPmgqmW1uHC34uyy6m5qaNNkGp5r:13sYkYuebidvCBu3pHo9KUxH9XMejBUHTA:1MkWPwuUpXK5aEVdG2hXtxL6hfrbmqHJHF:1CLr6JNCsu3Q9ihvibk1AtDAsxpYgfJz2F:1ouQHhjAjkLPM2BSDtULGdyaJEfvVsB1b:1FCiLghjmWYpSDr42EqCc4VfMy6AEATbEY:1BWyyXEeC1mYYoV6dkakH9Rw4jdUhA3wPM:1JGk8VcTm5sS4rBkfq2Uyqmrvic8fDzqjP:1JWW8Xk17JeYvDKLzgQRDZH2SDmSYK2qwH:14XLEVbjmUNPNXstaGasZg4Eb5G5hmtmvU:1JezSNd4uduBy9xT12rmYC2Mnztb84AGmD:16SoVxkKeyv5y3xKV7RMdmT8GaN9aCXmkK:1KUyH8n6hBdnZuDzFNfW9vsz36RThnJB2G:1JGqc8Mdw3x39VENCnptrr38QyZcALkuFL:1MJEcAPhBt9MLmh65UJR4CXmsdsgiGkQAV:1MbRnStEnSEs8qZzT1WJC9WBALywqAu3uz:1HsZKMVyEDeaMNHPqC2Vp31iDdXvwhczPg:1NQkadfrRX9SHMTq8qrgteG8gUwbSA236X:16cYVKsG2aGHwviZ6yNzHcGAWPE33qKc7u:17AvSGiMRhQtGqB92HS4pjEmeX5WhybV76:1B862KwoCrWFTj2AV2UKaVNVaDUTjERmJt:16YjuQmKhYPZm1mwgAoZE5jWxd8Yf3sAW8:15M4a32GrpYdmyQdHpNGsmP6923uFr34HB:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1BhxAWXxnMtiEQXexFGRw5JB4oYT26obSp:1KDr1rjMfNvpvQ2yaZKtd3ZgCuaxgDzHPz:1G8VZZqxfXDW7gQWZKcJUdvp4taVPTZkbx:189ApKNvmVJcTjduvgZqYB6VnwXcbKQd9Q:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1JJuZrvcThUHMBhZYwKNfNy8PQ8t3dP4LE:1CzEZBumCfYcNqrEp7KHJHFBVF64jZUbNu:1FCSjyERc2Af1o7j6ZmtsezvqQfSC2srp7:1MZMBWoW2cdsfCANJrhnHmUSsiHrKf9zRY:1CCNR61RcK1uPvpTSfo3jQtJ4X1gwa5VKy:1BTPmhWoXYcYAq9Hn3HBM7pdnZHxZMQMPE:1bxmUYaugTXwayJ5yfi8mELBmHEbfiZX4:1BQXQ4bZvyBxGLpPAu4HvFeaNv7LrBqViG:1CzEZBumCfYcNqrEp7KHJHFBVF64jZUbNu:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:17W7UzBG56RU83FGBM8HPDRjBxX7vZ5dcm:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1PpM9kpFXSF8aT6CyjcnpMcstxXWQn1XbV:1MvpfcXrZk5iH692s6agMEyxGP493ddG9Z:15AGyVzMrXX8CYgwvu34R9QVgyTLJQ8DZv:1yo8oEd4TCiEYd4Vbq7JMPkFpxPaqSV2V:14wM1KRXFjBeh6NrqHTuzzUHre7egcqTqC:1LkNYXFPezEmcewRuDBBTW6fqzUpD3fyP5:18NDbZqn27c44hoNLWGU7x17Mj9VGYSwDk:1KqojqWKk7S68HCxgoqWjWbXzafXJiYddd:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1Mv9cpxXP8nZMTHBXrHtmA3Bf5tfwP7w5j:17W7UzBG56RU83FGBM8HPDRjBxX7vZ5dcm:1EGcPXHvJxCa9ZWs6H4D8kWHqT58fAezYd:1LFyk7F1ZejKfzdweEfsVmbSBhn15hET1m:1H5DRqoEKdRAnjuzSjFtooSCt27PQqJSk:1CoX87qmSrt1Wrs4T2sNDZyb9Ng81xQkgC:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1NefTxyZhTWFtmZar4RZQCUb47UibCdPHY:1L9tsXkHYwQ5MfBMRmrSuwEVF3A6S5zkHt:19bvXEccVSqqQQpswi3AGrubCnrAeKN9uy:1KMuKvv4X9JQ5gLEVhk13Y2BX3Yxaix8mY:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1H5j9XHeSsx73HMqBXFwH9PnY6Ur1LCnWZ:1C9oRZTiTMDdZSmaJaP1A6Rj2977Gt1P67:1F3vg1ArPD4P6qmQhoXxNTpjU7jEp2bpve:12NhwyxCqe7VtdthFZLacyzrC3Y8zA1Nai:16BHjqzLW1DtCTzbzicv3iwgfRVHuTG3Bs:16K61J2oZhiRdehYs8R7jkwRgDdUSdyTFQ:1B862KwoCrWFTj2AV2UKaVNVaDUTjERmJt:1JYNCgiQd3zLzskCgBPQQ8mzj9yF3ompeM:1M4sKKcxmSXWf5g5PBfSMu2Vib3UfQjhZF:18jFVtTdHrmPLYBW1xFHYAStBZEL3CUxCb:1EYiDBwS8Fd2aoYW2vUMrxSvUyCoxPSFUw:1BM7oAqUxGuMR9DZ7QupD5t4Lyrttk8pup,340840:469759:469303:1829149:353250:368785:338772:383909:462409:6588493:617727:394611:1100000:722741:1262074:401429:917111:2491872:351781:407354:14911932:432367:347059:1253982:2457000:342934:340933:370000:412600:1056863:1124001:829469:571534:431995:467972:372000:350798:879658:377938:436330:1372985:589931:389267:457234:486956:342354:387446:1291213:400576:1581690:386942:550412:337120:422454:352622:348993:1141802:451180:478295:347984:421266:1446047:2872456:3282189:359490:389406:614413:345700:395259:361282:2162:1463000:220700:414769:1833259:669800:683550:9243732:6753630:6110974:343365:717218:340485:400932:936764,1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s:392gM55p1EFZoTutxDMhnFA7rT2mBZSFA2,100000000:97019,681019
f36558ec150f3befdd98929d029e71c1fed5ede88a60986a77db34937d97a80c,1PZc1JyrEL3XHDRZQYaJgQMYPtRK1jL7wX,44530565,3MZgucRSpALP5ESWV6Dw3186VmGhD3qmoi:1PZc1JyrEL3XHDRZQYaJgQMYPtRK1jL7wX,4537150:39970363,23052
a79694714e720c19ccfd6d83bf2992345246f99cc94129361d723bd248bfc66c,bc1qykv7auemal2lxd4try2ptv6tjwzhx8g6ewfaa5,100322681,bc1qce5hhwd92jnrr256vmhezuj9eh22kn4xfl0u0k:bc1qjz676mqz542d5nfll284dv7cc3n2udrfwmjh7e:3CLwTpa931XMAbSxxfMFxDfgwVvsmFmCaN:3Gzb7psaWkkJXSf1LNEbgaJotPBAUtGWJm:3JDRdb8PFQmFnzLh3d5fr68eBC28sg7V8H:14P4radW7e4tEyiMdwpxjijBp6GvEtuSfN:bc1q4uz7vdv8dxaas5tjnkzkzg8k92xm2jkf4xakh2:1A9zPeBun852CA5D5ATJ2yFbj2eemjpwYV:3Nm5D2dFm3bNP5hbbfvg6uxYf6X4A6unwU:bc1qj45ewxaweqeuhauz9wjn3qjnhykf0ry0vaqz2u:bc1qykv7auemal2lxd4try2ptv6tjwzhx8g6ewfaa5,5169055:186410:11400804:121888:280680:1185332:250000:1470772:923586:138625:79158289,37240
1d7c25ddc10dc506e77f42779f1790970497314ff39293da107f96f0c82ba702,3H9jBoT3hbUzgBGuGhfnZbpSW8aBzLCdPH:3FZRg1YDuw9fP5xMSbabPHJhrDhzfaesYV:33PZAuXiCwdyNdRJJiCtPcQ89hutG4mujg:3A7NPcqxbpH5GkaRpFJNq1ddgZNtJuhVdd,415144:277578:426140:511993,bc1qfe6pxmc27dek45yxjsv8mf9469ccuvnn06sqk5,1609089,21766
01b6bbb58ce7b6557a039bc8942293fec3ee766c7085585fb38b9308ff393a49,bc1q7v68y9vu0j893mjn68vp967ce92lq20h0t96s3,1616532,1BDYTaD1iKvfs1RECE2Gm6rM8nBrXqo4vx:bc1qs0j2yjqetfgvrd9mwlc9tahft0jduejg9n6kuw,67098:1549098,336
52c30a44cf2dc8a6cfe47ac4cdf424c2cfa19c7746d266e9f39b86fdd13b1aed,bc1qx3mwcvkz38jdz6enjxupyqex65j2t9guzj2ja3,8154343,bc1qfzvk265qugch929xy3md8e42tfklgg4xr3dcsl:bc1q6a504m64zrl9tjzmjxlnjhzurcm07yjawl8qx7,214453:7939563,327
abff47fd6022fa5c06aaafbaac74a9b56c41a3ab312e9846357b4887529bea05,3D5F5E6jahSdK1inLp8eE2nhU6aL4fuL2G,2550,14quvdxXj7h4kcfhhuKX39wRc6X5sodkjM,546,2004
617d7976450c19d4fe27a0b2db873346bd51401323180a577f4f287baca021c4,1LFmMuQmxypnzBrHoTHz2XvvYQpu2uLyCJ:14jHYjwzQsG9KKqod2c75h4MvKNW9SFuvW,40513:34443,1HNgiZbEjd6ZLQPnRPKSd5wZWFg31sguZi:bc1q45xe4qxjmhtzy3hvuct6l3c56qz5htaptggf3u,48107:25489,1360
b031046aca765c6174b740d2dd6fe28d558b05f4241ce4dce55181e4404b0f9b,37LAMacMv2H64CifMtomULSuJf3eUtyVmC,257000,37qUWNMccBNrdYkAgzTFHvdRES3t49n1me:37LAMacMv2H64CifMtomULSuJf3eUtyVmC,170000:77000,10000
c48b6efbc30e00d164bebe279b6a1aa09c8b00f77e7a481b92eabbdabcaafde0,18e5MxTDFQecRmWWfQyuLubQGQZahnuukc,640000,19iSJXBSJpiGPmyLkz8c9sx3Nk3amyJok5,637800,2200
7712353a4492216b33355ad93d954b25cdb4f59e9be4608a7fd827f656e1a5d6,1CVE1jaULzrgnSJbKEjCNb8SUG8jabFz9N:1CVE1jaULzrgnSJbKEjCNb8SUG8jabFz9N:1CVE1jaULzrgnSJbKEjCNb8SUG8jabFz9N:1CVE1jaULzrgnSJbKEjCNb8SUG8jabFz9N:1CVE1jaULzrgnSJbKEjCNb8SUG8jabFz9N,21050:546:546:546:546,1M8bxZsZPC7Y1RoPCahsWDBeMmLBgCubZh,16700,6534
